timesec,GESYerelEthenetFtpUploadResponseTimesec,GESYerelEthenetFtpTrafficSentbytes/sec,GESYerelEthenetEthernetDelaysec,INVERTERAKIM,INVERTERVOLTAJ,RUZGAR,METEOR,RADYANTISIMA,TurbinEthernetFtpUploadResponseTimesec,WCNV,WGEN,WMET,WNAC,WROT,WTOW,WTRF,WTRM,WYAW,TurbinEthernetEthernetDelaysec,TurbinZigBeeApplicationTrafficReceived,TurbinZigBeeApplicationEndtoendDelayseconds,GESYerelZigbee1EndtoendDelayseconds,GESYerelZigBeeApplicationTrafficReceivedbits/sec
276.0,0.008066442889,53080,0.001214497747,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.018637106926,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522827866,87059,146,174,29862
282.0,0.007499782862,53080,0.001211350346,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.018548596379,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522822803,85875,149,182,27414
288.0,0.007583291439,53080,0.001208774686,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.018463699426,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522817975,87478,153,184,24901
294.0,0.007776816157,53080,0.0012079461,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.018382163019,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.00052281185,88509,16,188,24869
300.0,0.007866613945,53080,0.001207403493,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.018303824084,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522805962,85875,159,193,24579
306.0,0.007735310673,53080,0.001206730988,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.018228532049,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522801717,86066,163,202,25739
312.0,0.008203088375,53080,0.001207733457,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.01815604811,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522796255,87669,165,21,29089
318.0,0.008154884781,53080,0.001207963373,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.018086281516,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522792335,85837,169,210,26383
324.0,0.008064992264,53080,0.001208439165,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.018019051886,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522788593,85303,173,214,29959
330.0,0.007929591922,53080,0.00120788841,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017954222993,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522784972,89807,18,223,29218
336.0,0.018348297589,53080,0.001207583662,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017891669182,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522781468,85112,179,228,22034
342.0,0.00801527823,53080,0.001207518263,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017831241242,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522776807,89120,182,231,27640
348.0,0.007704264824,53080,0.001206746841,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017772862503,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522772313,85227,186,237,27092
354.0,0.008091038661,53080,0.001207570032,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017716429329,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522767981,88738,188,25,25610
360.0,0.00882463792,53080,0.001210831165,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017661846632,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522763774,89349,191,253,26931
366.0,0.00731565319,53080,0.001207472766,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017608996542,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522758547,85990,20,254,26512
372.0,0.008130888036,53080,0.001208124857,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017557851588,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522754623,87173,198,258,28767
378.0,0.009140169538,53080,0.001211893407,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.01750833213,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522751969,88089,21,27,27382
384.0,0.008281499188,53080,0.001213597582,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017460336339,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522749392,87288,204,272,28026
390.0,0.007936976799,53080,0.001212575036,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017413794997,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522746922,86410,207,278,24998
396.0,0.007812241565,53080,0.001211161051,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017368642873,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522744506,89959,210,285,24160
402.0,0.008260495954,53080,0.001212473149,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017324818753,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522742168,87097,215,285,22614
408.0,0.007929920454,53080,0.001212404532,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017282240143,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522738823,87364,217,294,30056
414.0,0.008227796523,53080,0.00121297094,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017240877601,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522735572,88089,22,296,25127
420.0,0.007396455422,53080,0.001210516459,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017200680506,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522732435,87135,224,300,25224
426.0,0.007617520977,53080,0.001209204396,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017161599886,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522729365,87631,227,306,25675
432.0,0.008244055471,53080,0.001210293871,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017123613915,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522727404,86028,24,310,25964
438.0,0.007684064432,53080,0.001208664253,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017086654585,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522725501,88204,233,319,24644
444.0,0.008414853472,53080,0.001209830712,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017050680716,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522723661,86562,236,324,27543
450.0,0.007763447934,53080,0.001208735148,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.017015653824,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522721848,87746,240,330,27736
456.0,0.00829803229,53080,0.00120967983,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016981513759,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522719116,88013,243,340,27446
462.0,0.008097864672,53080,0.001210002697,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016948271427,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522717407,88165,246,338,27382
468.0,0.008702803066,53080,0.001212126773,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016915870745,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522715738,86715,250,348,25900
474.0,0.009194902423,53080,0.001214877337,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016884279968,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522714099,87707,252,1,24418
480.0,0.00718582571,53080,0.001211702273,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016853469272,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.0005227125,86410,256,352,24322
486.0,0.007868380836,53080,0.001211179615,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.01682341024,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522710956,87555,259,359,29443
492.0,0.008062804633,53080,0.001211445217,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016794075556,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522709442,87249,262,371,26126
498.0,0.008897490928,53080,0.001213889092,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016765439178,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.00052270796,85837,266,372,25964
504.0,0.007927868646,53080,0.001213393561,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016737456175,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522705655,87898,269,38,27027
510.0,0.00820353111,53080,0.001213809996,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016710123819,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522703383,86677,273,384,23420
516.0,0.008208031656,53080,0.001214356701,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016683419884,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522701181,84120,276,392,24547
522.0,0.007811329808,53080,0.001213353904,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016657322652,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522699032,86562,279,399,26061
528.0,0.008023534949,53080,0.001213559929,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016631792582,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522696117,85914,282,401,29605
534.0,0.008829728659,53080,0.001215474189,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.01660684899,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522694083,85723,285,406,30474
540.0,0.007971418973,53080,0.001214915748,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016582473145,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522692913,87593,288,398,29089
546.0,0.008285219535,53080,0.001215511341,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016558627013,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522691754,84311,292,383,28928
552.0,0.007947961756,53080,0.001214976338,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016535274806,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522689823,89081,295,396,26319
558.0,0.007861062799,53080,0.001214099773,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016512438051,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522688709,89158,298,405,25449
564.0,0.007794992766,53080,0.001213347987,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016490082168,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522687631,86219,302,408,27060
570.0,0.008235878903,53080,0.001213986646,4.15836249209525,4.15836249209525,0.778151250383644,1,2.30102999566398,0.016468192043,4.176207055,4.146252102,3.903089987,4.041708421,4.079543007,3.302330929,3.903415586,4.07975992,3.778440684,0.000522686556,86257,304,408,29637
